;SPXT Index;S5INFT Index;S5TELS Index;S5CONS Index;S5COND Index;S5ENRS Index;S5FINL Index;S5HLTH Index;S5INDU Index;S5MATR Index;S5RLST Index;S5UTIL Index;GB03 Govt;S5SFTW Index;S5TECH Index;S5MEDA Index;S5SSEQX Index;S5DIVF Index;S5PHRM Index;S5RETL Index;S5CPGS Index;S5HCES Index;S5ENRSX Index;S5FDBT Index;S5BANKX Index;S5MATRX Index;S5UTILX Index;S5REAL Index;S5INSU Index;S5HOTR Index;S5AUCO Index;S5FDSR Index;S5HOUS Index;S5TRAN Index;S5COMS Index;S5CODU Index;S5TELSX Index
;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
Dates;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;PX_Last;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS
#NAME?;369.55;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
06.06.05;1792.14;356.8828;189.4948;335.9074;326.8247;537.9824;572.4164;481.9159;380.3865;249.6852;124.66;329.8629;2.986;450.5332;326.2974;220.2598;409.4872;793.9742;472.7103;524.0736;441.755;394.8146;537.9824;363.0609;583.1636;249.6852;329.8629;155.2793;408.7468;364.236;184.3487;225.735;436.6984;276.4228;238.8185;255.6557;189.4948
07.06.05;1791.89;355.1322;190.1182;337.039;327.435;534.0887;572.1575;482.3703;381.4531;250.7031;125.86;330.7228;3.009;449.8426;325.1059;220.7435;404.2078;794.9222;472.1692;524.9319;443.4185;396.5856;534.0887;364.2594;581.008;250.7031;330.7228;156.7741;409.1493;362.2906;186.4491;225.919;439.4897;276.4279;238.2613;257.3926;190.1182
08.06.05;1788.3;355.3658;190.6624;336.5107;326.0561;532.9635;572.7634;478.8473;379.7405;249.5107;126.79;331.1791;3.008;447.2955;325.5527;220.167;408.1063;797.0155;468.673;520.8581;442.1334;393.7858;532.9635;364.7674;581.3829;249.5107;331.1791;157.9325;408.3305;360.0298;188.895;224.9006;437.7606;272.91;236.9136;256.4658;190.6624
09.06.05;1797.72;358.246;190.377;336.6365;327.4826;548.326;574.2696;481.3385;379.6056;248.5219;126.43;331.5877;2.987;450.1522;326.7212;220.4091;416.2431;798.5318;470.3933;523.66;442.6558;396.8526;548.326;365.0746;581.5838;248.5219;331.5877;157.4841;411.9187;364.7914;187.8525;226.0785;435.1452;270.1434;237.3542;257.5395;190.377
10.06.05;1793.51;354.7898;191.5028;336.1892;327.3019;548.0996;572.8405;479.5542;378.958;250.3977;126.26;333.2006;2.997;447.2013;324.5675;219.8787;407.6389;796.3344;469.8939;522.2295;442.2434;393.5938;548.0996;364.899;580.5056;250.3977;333.2006;157.2723;410.5518;364.0359;194.2655;226.2503;432.8037;269.0012;236.0195;256.6014;191.5028
13.06.05;1798.07;356.2417;193.4371;335.9994;328.3271;549.5024;573.0539;482.0576;378.9175;252.0638;126.89;334.4234;2.997;448.3476;327.0744;221.4469;407.3627;797.364;471.6558;523.1259;442.1746;396.6125;549.5024;364.8349;580.4406;252.0638;334.4234;158.0571;410.1312;362.5136;195.3591;226.9865;430.4347;268.5697;236.9136;257.7489;193.4371
14.06.05;1802.73;354.5811;192.8822;337.1313;331.6278;551.8782;574.1899;485.8927;378.4184;252.8346;128.04;335.6493;2.998;447.7511;325.7793;221.4469;402.71;796.3635;475.2076;533.0103;441.4047;400.0656;551.8782;363.191;581.3769;252.8346;335.6493;159.4895;413.2199;364.4251;200.2216;231.3461;430.8044;267.8843;238.4038;260.3292;192.8822
15.06.05;1806.78;356.1062;193.2627;337.0515;331.7856;558.4441;576.1477;484.7475;378.4453;254.9289;127.8;334.0578;2.988;447.6674;328.1174;219.8326;405.0789;797.5429;474.2503;535.0439;441.4185;398.8993;558.4441;362.4219;585.6242;254.9289;334.0578;159.4859;413.4236;363.7841;202.9473;231.9719;430.7634;268.595;237.2635;262.5647;193.2627
16.06.05;1813.35;357.2035;192.5651;336.5472;332.767;567.0639;578.1023;486.8115;378.9715;258.1907;127.84;333.5807;2.957;445.6687;330.6733;219.5327;407.4238;802.6901;476.6921;535.9678;441.281;399.9856;567.0639;362.9802;586.8476;258.1907;333.5807;159.5358;413.6866;368.4313;203.3848;230.8185;429.3256;271.1713;238.3002;264.2895;192.5651
17.06.05;1822.35;357.0792;193.5323;336.9254;333.6251;575.9425;581.0051;489.4214;382.3712;258.031;129.51;337.0871;2.976;445.0931;330.5816;220.0055;407.838;804.4159;479.5778;536.559;445.4468;401.6436;575.9425;364.2583;591.0652;258.031;337.0871;161.6198;415.8162;369.0036;203.0483;229.7509;430.6264;272.9735;240.3735;267.5736;193.5323
20.06.05;1821.06;356.9436;193.8969;336.6452;333.7065;576.4277;580.8738;489.5679;380.8332;255.0494;129.32;337.9449;2.976;446.3384;330.3066;221.3777;406.0003;802.997;479.7721;535.0692;443.5907;401.7122;576.4277;364.1261;591.6126;255.0494;337.9449;161.3827;416.1054;369.0494;201.8032;229.1742;430.7223;272.2501;239.0129;266.5525;193.8969
21.06.05;1817.36;358.5478;192.9456;336.211;333.6534;564.7028;581.6472;487.9966;379.8349;253.8402;127.97;338.1588;3.019;447.636;331.5329;222.3233;409.4846;801.8052;478.2043;532.3143;442.5734;400.4658;564.7028;363.3328;593.4233;253.8402;338.1588;159.698;418.1562;368.0243;202.88;229.0392;430.599;271.5775;237.406;267.5435;192.9456
22.06.05;1817.8;359.3951;192.7553;336.0462;333.7135;567.0963;582.0716;486.7982;378.1633;253.4911;127.77;341.1282;3.029;446.5686;333.4699;222.4732;410.7168;804.0866;477.5384;533.946;440.6092;398.7507;567.0963;362.6397;593.5199;253.4911;341.1282;159.4484;417.4192;367.6924;199.515;229.3337;430.7223;270.5495;236.1102;267.5573;192.7553
23.06.05;1798.49;356.8759;190.7576;331.9696;328.2542;564.9939;575.9739;483.3093;370.8276;247.8767;127.34;342.3761;3.06;444.5176;329.8252;218.9908;409.5271;797.9111;474.2919;523.7894;432.5699;395.6405;564.9939;358.9661;586.1465;247.8767;342.3761;158.9118;412.0152;361.9801;195.4432;225.8367;425.3134;262.0718;234.3738;265.1838;190.7576
24.06.05;1784.77;351.3742;189.9806;328.2292;325.5597;560.6112;575.1715;480.9657;368.0837;244.9532;126.54;339.8156;3.09;440.8655;323.8996;218.4834;400.5615;799.6907;471.6697;517.2628;429.3727;394.1998;560.6112;354.5138;583.9893;244.9532;339.8156;157.9135;410.7398;359.828;193.2896;224.1802;419.5075;259.5843;233.5316;261.6373;189.9806
27.06.05;1783.45;349.0583;189.8379;328.5094;324.0252;569.9426;574.909;479.0215;367.3944;244.1386;126.49;341.7952;3.1;441.0748;320.7248;216.4885;395.9087;796.7619;469.0476;517.0263;428.6698;393.6052;569.9426;354.6166;582.5243;244.1386;341.7952;157.8511;414.4477;358.9923;191.1023;225.1495;418.6859;258.2899;234.1406;260.285;189.8379
28.06.05;1800.07;352.7565;191.4076;332.572;328.3595;562.3359;579.9994;483.9005;373.7123;247.8069;127.19;345.5112;3.132;445.4378;323.5701;217.5201;401.9849;804.2641;472.9682;526.6149;435.4769;398.865;562.3359;357.7171;589.0121;247.8069;345.5112;159.2157;416.0047;362.9989;195.2077;229.4319;423.6565;264.6608;238.0669;265.6943;191.4076
29.06.05;1797.73;353.1731;192.5809;331.4936;326.3691;559.5704;582.2554;483.1017;371.7159;247.0913;127.04;344.5637;3.122;446.5199;324.6245;215.9054;399.9666;802.1605;471.1111;522.8436;432.6664;399.7349;559.5704;354.984;590.7039;247.0913;344.5637;159.0279;423.5135;361.1215;195.2077;228.8997;425.4504;264.5466;237.5615;264.894;192.5809
30.06.05;1784.99;350.0211;192.0101;328.6496;324.8678;554.7348;578.6117;479.5047;369.0688;243.2319;126.93;345.0374;3.121;442.7837;321.0485;214.2906;397.6827;802.1353;467.2795;521.4677;429.3327;397.2073;554.7348;352.4125;583.0664;243.2319;345.0374;158.8902;420.8571;359.5647;193.413;227.2427;420.0552;262.2876;238.2095;264.7146;192.0101
01.07.05;1789.85;350.1793;192.4858;329.4061;325.2337;565.2631;579.4382;478.5321;369.7584;243.1154;128.29;348.3106;3.161;441.486;321.7248;213.8754;398.8194;803.2439;465.6969;522.7095;429.8291;397.3216;565.2631;353.397;581.6806;243.1154;348.3106;160.5926;423.734;360.2859;195.1126;227.4759;421.2739;263.8105;238.6371;264.894;192.4858
04.07.05;1789.85;350.1793;192.4858;329.4061;325.2337;565.2631;579.4382;478.5321;369.7584;243.1154;128.29;348.3106;3.161;441.486;321.7248;213.8754;398.8194;803.2439;465.6969;522.7095;429.8291;397.3216;565.2631;353.397;581.6806;243.1154;348.3106;160.5926;423.734;360.2859;195.1126;227.4759;421.2739;263.8105;238.6371;264.894;192.4858
05.07.05;1805.68;353.3539;193.8494;331.5217;328.5232;582.6971;583.6824;481.4098;370.7591;243.5232;129.69;348.8274;3.161;445.0024;323.3867;213.8408;406.2446;807.0916;467.0713;533.1285;431.2218;401.7365;582.6971;353.544;584.581;243.5232;348.8274;162.3451;430.2443;362.6077;196.7953;232.9502;420.2606;263.5313;239.7126;268.537;193.8494
06.07.05;1791.05;352.4399;192.611;328.4739;325.8191;572.3629;580.0396;477.9513;367.0937;242.5238;129.13;343.0132;3.183;441.0779;323.2974;212.4567;407.4238;804.1152;464.156;528.6258;426.7652;398.2372;572.3629;349.635;579.2959;242.5238;343.0132;161.6441;427.5497;358.5658;195.6342;231.3791;416.714;261.0946;238.2742;265.9289;192.611
07.07.05;1795.55;353.7843;192.0203;327.7419;326.4544;578.6855;581.209;478.1911;367.851;243.0336;129.77;345.7098;3.142;442.0616;324.7645;211.384;409.4208;806.1059;464.5586;531.689;427.4685;398.1685;578.6855;348.8863;580.5141;243.0336;345.7098;162.4453;427.8291;359.562;194.6919;231.3668;414.6464;262.681;237.9503;268.8682;192.0203
08.07.05;1816.52;360.2465;193.8403;331.8195;331.0715;575.5802;586.4236;484.0798;373.9636;247.6656;131.84;349.2858;3.172;448.2886;330.8391;214.752;419.3212;812.2904;472.2633;538.5843;434.6256;400.2731;575.5802;353.502;587.0094;247.6656;349.2858;165.0365;430.618;364.1992;198.5285;233.883;419.9457;267.7194;240.3087;272.0559;193.8403
11.07.05;1827.91;364.1442;194.5906;333.9282;333.5725;579.9955;588.8482;485.4387;375.2889;251.2197;133.79;352.0289;3.161;453.019;333.0168;215.0057;427.5644;813.8662;473.6515;543.599;436.3218;401.291;579.9955;355.2954;589.6204;251.2197;352.0289;167.4775;433.1965;367.1876;203.2065;234.4249;425.7105;268.1001;241.2157;274.8572;194.5906
12.07.05;1832.15;366.7653;194.4074;334.4747;335.3003;583.6507;590.1482;485.3854;373.5174;250.5351;134.04;352.9769;3.204;457.9168;335.0341;215.8477;429.1578;815.7576;474.9287;549.5125;434.4601;399.3352;583.6507;355.2366;591.2483;250.5351;352.9769;167.7904;433.6438;367.0617;202.382;235.5544;426.3404;265.9807;240.3475;275.6299;194.4074
13.07.05;1833.98;368.8214;195.3827;335.8223;334.7483;581.0685;591.8968;482.5887;374.6398;249.8992;133.39;353.6018;3.214;460.1564;338.2089;216.0553;428.7542;818.1662;473.1059;546.0779;435.8115;395.744;581.0685;357.0813;594.9434;249.8992;353.6018;166.9768;433.0255;367.5713;202.4829;235.0388;430.1882;266.6914;240.9307;275.8231;195.3827
14.07.05;1838.8;371.6119;196.342;337.9524;336.0528;568.0488;594.556;485.0142;377.8449;250.2634;131.72;350.1759;3.224;463.5577;340.5127;217.6355;432.7589;824.1832;477.4947;547.8167;439.7004;394.8518;568.0488;360.198;597.6844;250.2634;350.1759;164.8863;433.749;366.2314;206.5551;236.0086;432.0505;269.6738;240.6067;275.4781;196.342
15.07.05;1840.93;371.9057;196.358;337.7282;338.0338;564.9273;596.0684;486.88;377.7231;249.6516;132.37;350.0681;3.244;460.8471;341.6933;217.3587;435.3828;823.6077;479.3003;551.7082;439.6176;396.4189;564.9273;360.3891;599.8934;249.6516;350.0681;165.6999;436.288;371.0527;208.3725;235.7999;430.8729;268.595;242.1099;278.3622;196.358
18.07.05;1830.75;369.8947;193.9277;336.1726;337.911;562.9541;589.8879;484.028;376.1544;248.996;132.92;349.2278;3.254;457.7494;339.7677;215.5824;434.108;813.213;476.092;556.132;437.3836;394.6802;562.9541;357.4342;593.1536;248.996;349.2278;166.3884;433.2623;369.4723;207.0936;235.1615;430.9414;268.4047;241.9544;279.0108;193.9277
19.07.05;1843.07;376.2552;194.2635;335.9571;339.9121;573.3861;590.3116;484.6144;379.0484;253.2353;133.83;350.3267;3.297;465.9124;345.4412;215.5824;441.5652;812.6613;476.9808;562.8387;441.1208;394.7031;573.3861;358.5221;592.041;253.2353;350.3267;167.5276;436.1828;369.9533;208.221;234.7532;428.1479;268.4554;245.1809;281.3429;194.2635
20.07.05;1852.02;375.3288;194.7591;336.9817;341.4822;574.6952;592.0503;491.0411;383.022;257.3143;134.94;351.835;3.297;463.4007;346.8968;216.5628;436.7318;814.3067;484.828;565.8549;444.2306;397.7868;574.6952;358.9043;595.4271;257.3143;351.835;168.9171;435.7618;372.2895;208.0191;235.5636;430.9159;277.5423;245.6993;282.2675;194.7591
21.07.05;1839.8;372.8321;193.3201;335.7335;340.4935;567.4977;589.0171;486.4077;381.2231;256.0906;133.05;345.7804;3.348;462.4274;344.8796;215.8477;429.9227;813.7771;479.578;570.0185;441.7893;394.9827;567.4977;358.8602;590.8479;256.0906;345.7804;166.5512;432.611;368.6592;204.1152;232.359;431.3417;277.8596;243.911;277.5619;193.3201
22.07.05;1849.81;371.5215;193.6879;337.0689;342.5673;586.4699;592.2448;486.0478;382.4674;257.7222;133.89;349.0986;3.368;457.5924;344.9369;217.82;429.9652;819.9855;477.6614;573.1884;442.741;396.9274;586.4699;360.7567;593.7663;257.7222;349.0986;167.6027;433.7688;369.1746;205.6128;233.2799;431.9518;279.0906;247.3061;278.997;193.6879
25.07.05;1842.85;369.9964;193.528;335.9608;339.9973;591.8235;590.0382;483.0225;379.573;255.639;134.27;348.3444;3.388;457.4354;343.1718;216.7935;426.5446;817.4443;473.717;568.8829;439.3066;395.8178;591.8235;359.3747;590.7189;255.639;348.3444;168.0784;432.3084;365.865;204.9902;232.4818;431.0584;276.9204;246.1398;274.802;193.528
26.07.05;1846.04;371.4989;194.5992;336.6761;342.0799;589.3327;590.6812;484.3153;380.3845;251.7931;136.02;348.6676;3.421;456.0958;344.3065;219.6655;433.6831;817.4029;473.3281;570.3023;439.9273;399.2496;589.3327;359.8305;591.251;251.7931;348.6676;170.269;433.0583;366.4147;208.5576;233.2431;432.1304;278.7353;246.2824;274.5812;194.5992
27.07.05;1854.72;373.3405;198.0048;337.6989;343.14;591.7786;591.2429;488.9932;381.9535;254.2696;136.21;350.1684;3.389;458.6285;347.1031;220.692;432.7058;817.2686;480.2308;574.4659;441.5273;399.7987;591.7786;360.1833;588.3967;254.2696;350.1684;170.5068;438.5181;364.8687;208.0359;234.3358;434.3975;280.1567;248.3038;274.0154;198.0048
28.07.05;1865.64;373.2009;200.0834;340.7006;346.4002;594.9503;593.1298;493.4919;384.2528;257.2852;138.44;352.922;3.399;458.6742;346.0143;222.201;434.6329;819.8993;482.4252;578.7714;444.1892;406.6283;594.9503;363.5118;589.6963;257.2852;352.922;173.2983;439.8337;370.2625;209.9542;235.8214;439.2361;283.7609;246.1528;278.4716;200.0834
29.07.05;1851.37;370.5346;199.6677;338.8067;343.0924;586.8107;587.7275;490.5879;381.3584;256.2654;138.36;352.771;3.398;453.9329;343.699;219.3519;433.2837;811.2059;478.8142;572.7035;440.6169;405.3274;586.8107;361.2472;582.6905;256.2654;352.771;173.1982;438.4154;371.0183;207.6017;234.4463;437.5316;281.7431;245.4531;275.2651;199.6677
01.08.05;1853.13;371.2915;199.2839;337.7545;343.2637;592.1361;587.7129;493.4667;380.9023;255.3914;137.9;348.6289;3.429;455.8587;344.3753;219.1591;432.7631;812.711;482.5086;574.6078;439.3811;406.46;592.1361;359.5562;583.2232;255.3914;348.6289;172.6224;436.5602;369.667;208.2089;234.4954;435.7996;282.9741;246.8266;275.0443;199.2839
02.08.05;1866.28;376.2288;198.9162;339.1434;344.6874;601.5703;591.7521;495.3459;380.1313;258.7129;138.92;356.1365;3.472;463.6666;346.3581;220.901;442.4627;820.0487;484.3835;575.2466;437.9053;407.9588;601.5703;361.7178;585.8706;258.7129;356.1365;173.8992;439.6127;371.7971;207.6017;235.318;436.2945;284.3955;246.412;276.4658;198.9162
03.08.05;1868.06;378.1052;200.3232;339.1036;343.5832;598.3824;592.9974;496.039;379.8497;260.0307;138.34;357.6776;3.451;468.9296;347.6304;220.7279;441.4293;821.8581;485.1612;571.8873;436.9812;408.3821;598.3824;363.2177;585.6983;260.0307;357.6776;173.1732;442.6257;370.5603;206.3029;234.5354;434.2051;285.1867;248.2131;276.5322;200.3232
04.08.05;1854.3;374.5226;199.0761;336.539;340.2972;598.1945;589.1065;491.4716;377.4758;257.377;135.5;354.8071;3.461;468.4168;344.2836;221.9738;431.5464;816.8543;479.3968;559.231;434.473;406.4809;598.1945;362.2031;582.3048;257.377;354.8071;169.6181;439.6521;365.6424;205.662;231.9443;428.6398;283.5237;244.9347;273.9639;199.0761
05.08.05;1840.19;373.7088;197.4772;334.595;337.62;593.8086;582.1583;487.5529;375.0951;255.9828;130.48;348.5263;3.512;470.2903;342.7936;222.4928;428.2167;810.5076;475.1049;552.9147;431.935;403.9067;593.8086;358.7991;574.8392;255.9828;348.5263;163.3341;433.7445;362.9281;200.9897;231.0479;428.2824;281.6449;242.2913;269.1173;197.4772
08.08.05;1835.37;371.7657;195.6225;333.6408;336.9102;601.6075;579.669;485.6069;374.5573;256.1317;125.28;341.57;3.501;465.4024;342.2964;222.2275;426.3338;807.4461;472.5769;550.0996;431.5764;403.1973;601.6075;357.1957;573.0198;256.1317;341.57;156.8247;432.8641;365.0113;201.3608;230.2128;428.846;280.8578;241.0003;267.1566;195.6225
09.08.05;1847.76;374.1733;197.2694;334.5529;340.4889;601.8826;582.9049;491.085;377.5198;257.3861;126.83;344.8951;3.514;467.9039;344.2113;225.6535;430.6316;812.3019;478.7996;555.2903;435.3145;406.4466;601.8826;358.7991;575.6377;257.3861;344.8951;158.765;435.272;368.1962;203.3174;231.3794;427.3476;281.9115;243.0231;268.2474;197.2694
10.08.05;1845.16;369.3806;196.5818;334.0478;340.125;611.7317;582.2644;490.6726;376.3361;258.2441;127.8;345.3061;3.503;463.5917;337.6639;224.9499;427.9933;811.6446;477.6449;555.515;434.0488;407.1975;611.7317;359.6377;572.6096;258.2441;345.3061;159.9792;437.0614;367.9213;203.1294;230.0655;425.4781;281.7084;240.3131;268.121;196.5818
11.08.05;1858.43;372.3144;197.6051;334.9739;341.9267;618.6054;585.5805;494.0706;380.5898;260.8301;129.34;347.929;3.492;468.6459;340.1063;227.4184;429.9719;817.099;480.6767;554.3794;440.0922;410.4239;618.6054;361.3294;574.6554;260.8301;347.929;161.907;439.9298;374.3027;203.1463;230.2988;425.9592;281.6449;241.7653;267.9967;197.6051
12.08.05;1847.31;367.8153;195.3347;333.4865;341.108;617.2923;582.992;490.7602;378.1569;258.5516;129.53;346.8259;3.512;465.6942;335.577;227.4992;421.9283;812.3964;476.6671;555.9172;437.1078;408.7878;617.2923;359.1816;572.7321;258.5516;346.8259;162.2903;437.772;367.6005;201.1654;229.0462;425.8355;280.807;239.4183;267.4305;195.3347
15.08.05;1852.78;370.1054;195.2068;335.5773;343.03;611.3471;586.0895;491.2942;379.3929;258.454;130.25;348.0561;3.501;467.4268;337.4919;229.5178;426.6507;816.8153;477.0848;558.4486;438.3703;409.3828;611.3471;360.1525;576.2716;258.454;348.0561;163.8452;439.0877;369.9033;200.8946;231.2075;430.0282;281.2514;242.2062;268.121;195.2068
16.08.05;1830.99;365.0272;194.1835;332.0221;336.8866;598.1168;583.2775;487.6234;374.6579;253.9697;130.96;343.1445;3.534;462.4694;332.7334;226.8301;419.0525;814.1512;473.0473;543.8161;432.7754;406.9915;598.1168;358.9463;573.5887;253.9697;343.1445;164.7383;435.022;364.8623;198.5243;225.7061;425.8347;278.1285;239.2887;263.2735;194.1835
17.08.05;1832.82;369.2798;194.871;332.0516;338.2962;585.5866;583.1791;488.8915;376.1846;253.0993;129.42;342.2357;3.513;465.6451;338.0767;227.2108;423.3944;814.0716;474.3143;547.524;434.8231;407.9869;585.5866;359.8346;573.6695;253.0993;342.2357;162.9221;435.4232;368.4074;198.2026;225.7147;423.8271;278.522;239.8321;262.9688;194.871
18.08.05;1831.09;366.8821;193.5919;335.2531;337.3407;584.7752;583.5453;489.2661;374.7416;251.4182;128.25;343.7287;3.472;463.1087;336.1045;226.1265;419.4143;814.7719;474.8433;546.9797;433.0951;408.0918;584.7752;364.1159;574.8655;251.4182;343.7287;161.4493;435.16;367.8113;196.3234;225.9854;430.0973;277.5365;239.0639;262.6431;193.5919
19.08.05;1832.29;366.7577;193.9757;335.1829;335.6076;593.5879;584.263;485.6916;375.956;251.8566;127.81;345.8491;3.512;461.872;337.4575;225.2959;417.1689;816.232;469.9588;541.8446;434.7468;407.1079;593.5879;365.2488;575.4797;251.8566;345.8491;160.8954;435.7522;366.8484;197.1868;223.98;431.4036;277.7432;239.5448;261.5653;193.9757
22.08.05;1835.32;367.866;194.3274;335.6743;335.0796;595.0648;585.801;485.3577;376.8095;251.8128;128.34;348.4456;3.501;462.0082;337.2511;225.4113;423.3199;817.9163;469.0947;540.8863;435.4236;407.577;595.0648;365.0428;576.9666;251.8128;348.4456;161.5626;437.213;365.8053;196.662;223.9431;434.5799;279.4097;240.1166;260.3217;194.3274
23.08.05;1829.11;367.2214;195.0469;335.325;334.1948;594.367;582.4907;482.3791;375.0327;247.8019;128.25;350.6526;3.514;461.4632;337.3085;224.2059;420.5743;812.833;465.6801;540.7561;433.7938;405.8607;594.367;364.416;572.6997;247.8019;350.6526;161.4493;436.0812;365.129;196.4758;223.205;435.8449;276.6697;238.9944;259.2132;195.0469
24.08.05;1817.22;365.3041;192.4408;332.0954;331.4807;597.313;576.5439;480.8163;371.9081;245.4489;128.61;349.1065;3.493;460.3732;334.9665;221.5627;417.9237;802.5736;463.492;534.9703;429.4917;405.5061;597.313;362.209;567.1722;245.4489;349.1065;161.9024;432.0803;361.5525;197.9656;220.2893;430.2073;276.4407;237.5515;260.4569;192.4408
25.08.05;1821.46;366.1414;191.7852;332.7694;332.7988;597.6051;578.3748;481.7647;372.4106;245.4927;129.4;352.5069;3.513;461.6204;335.6783;221.6435;418.7007;806.6245;464.4676;539.2653;429.5747;406.2269;597.6051;362.7534;567.7379;245.4927;352.5069;162.8969;433.3701;363.2834;198.846;220.1786;432.7374;277.7766;239.2933;260.5675;191.7852
26.08.05;1810.52;365.0443;190.5701;331.8988;330.8009;590.2365;573.1217;479.6008;370.6491;244.0312;127.98;351.1424;3.543;461.002;334.5199;220.8589;416.7211;800.1655;462.3073;534.5798;427.7513;404.4878;590.2365;361.0172;561.2048;244.0312;351.1424;161.1094;430.5142;361.9193;197.4916;220.2278;432.0498;276.3135;236.9926;258.5872;190.5701
29.08.05;1821.56;367.5101;190.9058;334.0266;332.0113;594.2292;576.4321;484.3826;372.2179;245.4781;127.78;353.1349;3.563;463.6642;336.1599;221.6264;421.7765;805.3997;468.133;539.5195;430.1841;406.7989;594.2292;363.079;566.2379;245.4781;353.1349;160.8576;430.742;361.1399;196.6959;220.9782;436.9175;275.7664;237.2395;258.3107;190.9058
30.08.05;1815.97;367.1142;190.1544;332.1871;328.9912;602.9125;572.9157;483.6828;369.2298;243.574;128.11;352.875;3.555;462.1864;337.1233;221.6855;419.4244;800.0783;467.4126;530.8397;427.119;406.2794;602.9125;361.9435;562.841;243.574;352.875;161.273;427.7316;354.4111;196.9982;218.5462;435.0612;272.1073;235.5672;256.5128;190.1544
31.08.05;1834.48;369.8176;192.7489;333.9428;331.5193;618.6294;577.4492;489.2202;372.862;245.9567;130.93;355.9008;3.503;465.5088;338.9468;221.8357;424.235;806.4832;472.5533;537.1255;431.7751;411.234;618.6294;364.6817;568.779;245.9567;355.9008;164.823;428.2327;356.2168;197.9138;219.3459;436.1612;272.9089;238.4179;261.5994;192.7489
01.09.05;1836.37;368.1322;192.2532;333.4372;328.255;635.2834;579.2541;488.9395;370.7279;246.8192;131.69;360.8189;3.42;464.8276;337.972;220.7847;418.7645;811.0273;472.0371;531.0142;429.5752;411.3141;635.2834;364.0192;569.0062;246.8192;360.8189;165.7797;429.4057;350.3588;193.2733;218.46;436.9587;270.0717;237.728;260.5075;192.2532
02.09.05;1831.06;367.2952;191.0381;333.4438;327.0225;623.5374;578.6378;489.0331;371.408;246.0938;131.35;360.4506;3.45;463.8319;337.0316;219.907;418.2005;812.0667;472.3161;528.61;430.6315;411.1425;623.5374;364.2253;567.2049;246.0938;360.4506;165.3517;428.7863;349.9002;193.5104;217.7259;438.1;270.0462;237.4106;258.8212;191.0381
05.09.05;1831.06;367.2952;191.0381;333.4438;327.0225;623.5374;578.6378;489.0331;371.408;246.0938;131.35;360.4506;3.449;463.8319;337.0316;219.907;418.2005;812.0667;472.3161;528.61;430.6315;411.1425;623.5374;364.2253;567.2049;246.0938;360.4506;165.3517;428.7863;349.9002;193.5104;217.7259;438.1;270.0462;237.4106;258.8212;191.0381
