;SPXT Index;S5INFT Index;S5TELS Index;S5CONS Index;S5COND Index;S5ENRS Index;S5FINL Index;S5HLTH Index;S5INDU Index;S5MATR Index;S5RLST Index;S5UTIL Index;GB03 Govt;S5SFTW Index;S5TECH Index;S5MEDA Index;S5SSEQX Index;S5DIVF Index;S5PHRM Index;S5RETL Index;S5CPGS Index;S5HCES Index;S5ENRSX Index;S5FDBT Index;S5BANKX Index;S5MATRX Index;S5UTILX Index;S5REAL Index;S5INSU Index;S5HOTR Index;S5AUCO Index;S5FDSR Index;S5HOUS Index;S5TRAN Index;S5COMS Index;S5CODU Index;S5TELSX Index
;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
Dates;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;PX_Last;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS
#NAME?;369.55;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
06.08.19;5796.72;1815.2862;498.1124;1238.7646;1427.5485;974.4705;883.9476;1808.9312;1170.3779;697.5282;255.9737;1119.2891;2.033;2494.605;1669.2695;828.5861;1390.9028;1158.1983;1658.3402;3175.0899;1260.0614;1599.9523;974.4705;1538.036;732.3168;697.5282;1119.2891;473.7071;727.913;1995.1538;274.0623;697.1851;1413.5581;1227.7381;583.996;553.7757;493.7321
07.08.19;5801.32;1826.8814;496.0209;1253.1539;1432.2978;967.1331;873.2309;1808.3753;1169.059;706.7416;258.3661;1121.9534;2.015;2511.444;1678.9495;824.1283;1399.3259;1149.9296;1653.3381;3180.3515;1257.8885;1604.5561;967.1331;1552.392;716.5882;706.7416;1121.9534;478.1345;726.5593;2007.2974;275.6006;709.2367;1430.2729;1225.3158;587.6106;557.7547;494.0157
08.08.19;5911.66;1871.0094;507.0544;1268.8255;1460.7272;995.1264;888.3871;1833.3067;1189.1139;720.2118;262.4122;1134.0066;2.011;2575.4614;1714.866;844.5869;1432.732;1167.245;1676.5382;3252.7718;1279.8717;1626.1926;995.1264;1572.9929;729.3349;720.2118;1134.0066;485.6222;741.8952;2033.4856;279.7025;712.6248;1454.3715;1244.6941;598.0428;567.4636;499.9404
09.08.19;5873.47;1848.8648;502.9926;1261.4933;1446.5754;982.7311;885.7491;1836.6251;1179.2835;715.2581;262.6215;1134.4113;1.989;2547.9221;1696.3037;836.2581;1408.1493;1162.8868;1678.1537;3209.73;1269.0675;1630.7572;982.7311;1564.582;727.3337;715.2581;1134.4113;486.0096;740.4901;2046.8614;275.4607;707.531;1446.2372;1232.0224;597.015;558.1495;499.7513
12.08.19;5804.25;1825.64;498.0821;1253.4407;1426.4916;972.1608;869.1338;1818.2792;1163.2056;703.6681;262.1915;1132.4243;1.976;2507.6632;1684.4818;826.1965;1393.9631;1143.0798;1666.6253;3167.051;1251.382;1608.5338;972.1608;1558.4488;712.2318;703.6681;1132.4243;485.2138;727.2105;2013.9151;270.6596;700.1045;1434.3502;1214.638;591.0255;551.7592;499.1525
13.08.19;5890.16;1870.7448;505.5388;1268.3961;1450.3732;982.0229;879.527;1841.7181;1176.6094;711.9551;262.401;1133.4914;1.989;2554.3906;1743.3006;839.3045;1435.1774;1156.6616;1679.3947;3225.8218;1266.097;1639.1562;982.0229;1573.936;719.8478;711.9551;1133.4914;485.6015;737.9884;2041.2368;271.755;712.9739;1450.3348;1227.3262;598.2377;561.6136;505.0142
14.08.19;5719.3;1813.8669;490.0495;1248.4119;1405.0176;941.5974;848.2747;1790.3366;1141.3849;689.0576;258.4109;1123.5344;1.944;2477.8904;1688.1502;810.5172;1392.1067;1124.1783;1634.9845;3118.7291;1226.4894;1590.6492;941.5974;1552.8485;688.9958;689.0576;1123.5344;478.2174;712.0631;1994.8069;260.2881;696.4997;1428.7566;1193.2988;583.6539;544.3286;496.6314
15.08.19;5734.49;1810.6408;492.3835;1267.3539;1404.0213;936.7599;850.9294;1796.5597;1139.9493;689.0961;262.1023;1138.6275;1.883;2493.7692;1656.9481;813.885;1387.1437;1132.2498;1640.3808;3126.253;1225.0734;1596.4922;936.7599;1571.264;687.25;689.0961;1138.6275;485.0487;716.878;2003.6172;256.3726;715.533;1446.8731;1186.1637;589.3953;531.6258;500.1295
16.08.19;5818.17;1844.6642;498.173;1281.6074;1419.4366;949.8786;866.7592;1818.0611;1161.9059;701.2071;263.7744;1143.5722;1.865;2531.3148;1693.1198;823.178;1424.1729;1147.6827;1661.8492;3160.0758;1249.4758;1613.5118;949.8786;1587.8822;705.2197;701.2071;1143.5722;488.1431;726.2338;2019.9878;261.1039;721.6763;1467.9517;1209.8475;596.6252;539.1449;506.7159
19.08.19;5888.93;1873.3714;505.1144;1293.8711;1437.122;970.618;875.4426;1835.9832;1173.6272;706.6293;266.1488;1151.4683;1.901;2560.4378;1727.0489;835.6572;1455.9388;1158.9655;1682.7721;3204.7028;1261.9315;1624.3114;970.618;1596.3411;713.1339;706.6293;1151.4683;492.5371;731.9361;2034.5105;264.1104;728.0358;1495.2382;1223.3249;601.64;546.1509;511.443
20.08.19;5842.76;1863.5366;500.113;1278.3586;1436.211;961.6238;863.2696;1820.234;1165.6018;698.0845;264.0651;1149.402;1.91;2546.4443;1719.989;827.8036;1446.8492;1144.637;1665.7844;3209.1323;1254.471;1613.2639;961.6238;1576.2781;701.8446;698.0845;1149.402;488.681;722.4244;2026.725;260.9174;719.3761;1478.9069;1211.6027;597.0504;545.284;505.2978
21.08.19;5891.19;1885.6233;502.0832;1282.8887;1462.5545;968.9067;867.2488;1833.8624;1173.4864;701.7655;265.3796;1157.1505;1.974;2575.6266;1741.3626;830.7801;1464.5628;1151.6422;1682.1097;3283.8971;1262.3944;1620.9463;968.9067;1581.6227;704.8008;701.7655;1157.1505;491.1137;724.1568;2035.6242;263.015;722.1249;1484.3033;1222.6453;599.8182;555.9345;508.071
22.08.19;5888.37;1880.7592;501.2345;1288.5184;1461.8155;964.2332;872.6652;1824.9101;1175.169;696.8575;266.5174;1157.9254;1.986;2564.9195;1740.6851;827.9154;1463.5899;1155.9751;1681.6227;3280.9096;1267.3103;1604.3034;964.2332;1589.1999;711.5278;696.8575;1157.9254;493.2193;727.3471;2030.7384;263.318;727.0188;1486.9407;1218.3868;595.8986;558.7122;510.5291
23.08.19;5735.63;1818.6168;488.2005;1267.3765;1421.5609;931.7004;850.5571;1782.5992;1143.4056;679.8774;263.0819;1145.8338;1.96;2499.7376;1668.0279;804.2287;1397.8071;1128.4962;1639.9133;3190.8083;1233.9783;1570.1829;931.7004;1564.1315;692.3244;679.8774;1145.8338;486.8616;709.159;1986.9249;254.4615;715.4832;1460.1005;1180.5546;582.2744;538.1541;502.3354
26.08.19;5799.34;1844.0023;495.6571;1281.6369;1436.0483;935.8975;859.8277;1801.234;1151.8585;681.8762;265.7662;1159.3763;1.982;2535.0979;1693.3084;817.742;1414.0062;1140.7731;1660.0792;3219.8104;1242.5571;1583.1998;935.8975;1577.8995;699.6447;681.8762;1159.3763;491.8292;717.3755;2010.7755;256.1629;725.0486;1481.2602;1189.3359;588.6075;546.3809;507.1256
27.08.19;5780.79;1841.5391;496.1421;1277.906;1430.1896;930.067;853.8442;1791.3529;1146.9095;682.5293;264.742;1160.963;1.977;2541.249;1677.4008;818.7901;1411.4165;1135.3551;1658.1089;3207.4807;1236.9805;1566.4526;930.067;1552.5083;692.777;682.5293;1160.963;489.9338;713.4849;2002.1825;254.5314;736.4889;1494.4673;1179.6633;592.6345;544.0809;506.9995
28.08.19;5818.84;1843.3686;498.658;1289.9279;1445.8315;943.1119;861.6447;1804.0174;1159.0536;688.4268;265.6368;1158.7632;1.985;2535.545;1687.3414;821.9483;1417.7667;1145.3861;1667.5509;3242.1099;1249.7014;1580.0825;943.1119;1570.5658;702.2288;688.4268;1158.7632;491.5897;713.6565;2017.3321;259.6822;740.9856;1505.8079;1196.1034;595.4906;551.7946;511.9473
29.08.19;5893.65;1875.3282;505.3741;1290.3031;1467.2763;956.792;874.638;1817.9873;1180.078;697.0208;267.5811;1166.3825;1.985;2575.0262;1715.8361;835.3218;1451.6239;1160.8449;1674.9686;3296.3533;1272.3872;1598.555;956.792;1566.0304;716.0569;697.0208;1166.3825;495.1878;719.7085;2031.1086;263.1082;748.0416;1505.0142;1222.0124;601.0077;562.4255;513.534
30.08.19;5898.23;1875.5705;504.998;1288.2456;1459.8293;957.586;878.175;1821.1227;1185.5596;702.2924;267.8482;1166.9365;1.983;2571.3282;1713.6484;833.7524;1462.2454;1163.6427;1673.3299;3275.6971;1280.0046;1606.4198;957.586;1567.7833;720.4878;702.2924;1166.9365;495.6821;721.7623;2022.0258;264.2125;748.0416;1492.9816;1224.6087;600.9545;560.7668;515.268
02.09.19;5898.23;1875.5705;504.998;1288.2456;1459.8293;957.586;878.175;1821.1227;1185.5596;702.2924;267.8482;1166.9365;1.983;2571.3282;1713.6484;833.7524;1462.2454;1163.6427;1673.3299;3275.6971;1280.0046;1606.4198;957.586;1567.7833;720.4878;702.2924;1166.9365;495.6821;721.7623;2022.0258;264.2125;748.0416;1492.9816;1224.6087;600.9545;560.7668;515.268
03.09.19;5857.95;1851.9289;499.8376;1294.7773;1454.4151;953.0566;868.4763;1809.6748;1168.8394;696.4682;271.3504;1187.3967;1.956;2543.698;1690.2052;822.8591;1437.2663;1150.031;1669.8963;3268.4633;1259.9423;1588.2734;953.0566;1578.2343;709.7523;696.4682;1187.3967;502.1633;720.7333;2009.5072;261.6713;746.2447;1504.5273;1208.2045;599.3224;557.5767;515.4887
04.09.19;5921.96;1883.5786;507.8716;1306.7211;1467.8297;966.3162;878.027;1809.9358;1184.083;704.0041;273.6484;1189.1325;1.948;2576.6663;1719.0901;838.2605;1481.2983;1160.0906;1671.0083;3291.8996;1277.5366;1587.5428;966.3162;1586.8396;718.4385;704.0041;1189.1325;506.416;730.1235;2021.423;268.5721;756.2943;1524.3923;1222.0951;604.8217;569.1142;518.7046
05.09.19;6000.38;1923.6709;515.9966;1298.3203;1496.1378;978.5995;895.1975;1827.5948;1205.2008;705.4786;271.1597;1176.0042;1.956;2623.8473;1757.3216;853.9554;1524.9867;1180.2356;1686.2836;3362.8957;1299.7486;1604.202;978.5995;1571.2284;737.0938;705.4786;1176.0042;501.8104;737.6541;2034.3743;275.9178;756.7395;1516.4408;1250.7964;609.3935;583.7914;521.7944
06.09.19;6006.07;1920.7603;514.8445;1304.5107;1499.3163;983.6627;895.3355;1833.4131;1207.3959;708.8505;271.7454;1172.4144;1.953;2612.1989;1760.3679;849.4692;1529.8251;1183.2767;1690.3218;3366.3624;1305.4479;1610.7831;983.6627;1580.8855;733.9691;708.8505;1172.4144;502.8943;741.1739;2042.7355;276.5499;762.0028;1517.1825;1241.93;611.1338;586.8053;526.5552
09.09.19;6005.99;1906.9344;516.0091;1301.0031;1503.997;1002.5248;909.237;1816.6989;1210.7888;705.2802;269.3804;1165.542;1.951;2570.9754;1765.8375;850.9209;1537.7554;1191.1441;1672.9982;3375.113;1306.7986;1598.2879;1002.5248;1576.9811;757.0776;705.2802;1165.542;498.5176;740.7486;2032.1275;282.8234;768.5701;1499.211;1260.5105;603.4622;594.3292;528.9198
10.09.19;6008.12;1897.7015;515.8676;1293.0746;1498.3056;1015.4974;912.9056;1822.006;1222.8873;712.4306;265.7002;1166.85;1.94;2532.2173;1784.4808;846.2599;1545.2134;1189.4446;1680.3334;3374.9709;1323.6249;1600.1931;1015.4974;1572.938;766.8947;712.4306;1166.85;491.7071;737.4336;1993.0675;283.1979;769.0789;1471.9796;1276.4106;590.5875;593.8503;539.0404
11.09.19;6051.87;1917.1365;520.7489;1298.3464;1500.7561;1015.7246;918.3296;1840.4327;1234.6317;719.4181;264.9617;1178.2436;1.949;2535.3474;1831.518;851.7527;1567.5011;1198.6081;1698.1838;3376.0706;1340.7986;1615.3822;1015.7246;1581.7404;770.0426;719.4181;1178.2436;490.3403;742.2429;1999.8531;283.4788;765.2626;1484.2246;1281.3246;587.7639;597.8947;549.9807
12.09.19;6070.23;1926.941;522.659;1302.2899;1508.7309;1009.7561;922.7282;1838.6541;1235.5878;724.7387;266.6771;1180.1226;1.955;2557.6782;1829.6548;856.2952;1572.0995;1204.6207;1697.1015;3396.1045;1340.2234;1613.203;1009.7561;1585.3214;773.2719;724.7387;1180.1226;493.5149;746.4167;2010.5964;282.4254;763.8792;1496.632;1283.9718;592.6349;601.2209;548.8142
13.09.19;6067.5;1914.0598;522.4304;1294.6418;1505.9354;1017.9046;930.5048;1838.6985;1242.1488;733.0671;263.3781;1173.6279;1.96;2548.895;1806.9242;858.3231;1559.2783;1212.9832;1697.5568;3394.9161;1345.7948;1612.7776;1017.9046;1569.9363;784.2324;733.0671;1173.6279;487.4097;745.3346;1997.9666;282.1679;769.1743;1484.0215;1299.69;590.8587;599.1199;542.9499
16.09.19;6048.67;1908.8875;518.4283;1282.2509;1486.3179;1051.4097;926.1102;1834.4723;1240.2843;721.2623;266.0569;1174.5901;1.984;2539.3692;1810.7159;852.5505;1549.1359;1203.6863;1690.5167;3347.7011;1346.3932;1612.5948;1051.4097;1564.6981;781.8485;721.2623;1174.5901;492.3671;743.6468;1974.6239;275.3261;758.9498;1456.2418;1287.9427;591.6935;596.1917;536.928
17.09.19;6064.31;1915.5405;519.9443;1289.278;1495.2857;1035.4755;927.0221;1837.1197;1239.7809;726.3646;269.7763;1185.0637;1.977;2553.1139;1810.9237;855.4717;1553.0467;1208.9953;1694.6186;3366.4221;1345.9685;1613.0648;1035.4755;1569.1019;777.3239;726.3646;1185.0637;499.2502;750.4863;1995.555;277.5042;763.6725;1471.0455;1282.4;597.1465;596.0582;537.464
18.09.19;6066.42;1916.793;519.5198;1289.5898;1494.3195;1031.1566;931.0471;1837.2242;1238.0469;726.9602;268.935;1190.652;1.935;2550.4061;1820.1217;855.7094;1552.1872;1211.8468;1696.2203;3360.1157;1347.1266;1611.4326;1031.1566;1565.1153;782.4549;726.9602;1190.652;497.6933;753.0471;1999.9917;276.2863;765.4375;1476.9141;1269.8917;597.5906;598.0816;534.8471
19.09.19;6066.9;1920.8736;519.8513;1289.5482;1491.1091;1027.1788;927.3954;1845.8805;1231.9259;728.0521;269.7897;1195.5501;1.922;2573.9667;1806.5602;854.9858;1543.6636;1205.2868;1703.1739;3355.6521;1340.6039;1620.2204;1027.1788;1565.0689;778.8866;728.0521;1195.5501;499.2751;753.5171;1996.4611;273.5696;762.1142;1481.9299;1260.9903;597.3597;595.4903;538.0946
20.09.19;6037.5;1899.7458;517.456;1286.7;1473.7016;1027.9971;921.4361;1857.01;1223.8525;726.9423;268.9304;1199.9935;1.905;2550.3698;1787.1669;847.3258;1517.2919;1195.6153;1719.7767;3312.2213;1330.3746;1622.8189;1027.9971;1558.5327;774.6185;726.9423;1199.9935;497.6848;749.5449;1976.7612;271.6257;760.7784;1483.7575;1252.8003;598.9583;589.9706;544.2741
23.09.19;6036.9;1904.0967;515.3942;1291.3778;1477.117;1029.1563;923.0147;1845.6889;1221.7083;725.1751;269.5617;1201.5486;1.894;2550.8413;1792.0152;844.041;1529.7541;1197.6185;1710.401;3314.962;1330.4518;1611.6807;1029.1563;1561.3604;775.6447;725.1751;1201.5486;498.8531;751.5052;1983.9515;271.7663;763.0841;1495.0684;1243.9982;596.6137;595.721;541.9725
24.09.19;5986.58;1884.5785;508.481;1295.6197;1459.5253;1012.3811;914.3324;1828.9994;1213.896;718.1861;269.2737;1214.2491;1.915;2525.6729;1781.8141;829.8811;1502.4204;1186.9096;1694.4037;3267.616;1320.3768;1597.703;1012.3811;1565.4196;765.1261;718.1861;1214.2491;498.3202;750.6798;1969.1225;268.4406;764.547;1503.5567;1239.9115;594.2158;592.4908;541.2474
25.09.19;6023.46;1907.9357;514.1813;1298.1378;1473.6934;1014.6996;921.0217;1820.1862;1222.5473;722.1968;269.0633;1213.9159;1.89;2550.1281;1809.1339;842.07;1527.1584;1195.4879;1686.4735;3298.2804;1331.3203;1589.7636;1014.6996;1573.4544;773.3124;722.1968;1213.9159;497.9308;750.7314;1975.416;271.696;766.3757;1496.8757;1244.8751;597.2531;605.5536;540.6168
26.09.19;6009.19;1908.69;510.088;1304.6098;1465.4887;1001.2404;917.4304;1809.2038;1223.5542;720.8182;271.6424;1219.7662;1.814;2558.7714;1800.1012;833.4875;1525.7387;1190.1265;1683.192;3272.5939;1332.652;1572.3663;1001.2404;1580.9551;768.7178;720.8182;1219.7662;502.7038;752.1758;1958.5922;272.3049;765.3739;1512.3901;1243.6176;599.6155;610.7221;540.6799
27.09.19;5978.11;1884.245;505.3579;1303.8353;1460.0469;1001.2404;919.8696;1801.7644;1218.8131;719.0076;269.8555;1215.8829;1.789;2522.4574;1792.9572;823.9404;1493.0702;1184.8737;1681.9419;3258.4292;1329.2035;1559.5097;1001.2404;1575.8679;777.094;719.0076;1215.8829;499.3969;751.4545;1949.2061;270.8295;764.3244;1520.0864;1237.8102;591.8356;612.0357;539.8917
30.09.19;6008.59;1903.8891;507.1469;1310.059;1472.3522;993.6933;918.9701;1818.0205;1221.3978;724.5057;270.402;1216.6237;1.816;2540.7594;1824.7806;826.135;1507.1825;1184.8874;1691.5203;3282.9552;1331.3705;1579.8742;993.6933;1586.5546;774.667;724.5057;1216.6237;500.4082;752.71;1967.2979;272.2815;768.6814;1520.391;1238.1246;598.4285;620.1299;543.4859
01.10.19;5935.2;1887.6974;502.181;1306.3747;1460.9796;970.8247;899.8619;1800.5091;1192.1353;707.8563;267.6893;1212.92;1.78;2518.3714;1811.3835;818.1981;1493.1834;1162.2701;1678.0033;3277.6697;1298.1814;1561.5512;970.8247;1589.3656;757.3983;707.8563;1212.92;495.388;736.9737;1929.9856;264.1079;761.6371;1510.4204;1205.0834;593.133;611.5209;537.9054
02.10.19;5828.93;1850.3567;495.3866;1281.917;1435.0893;945.501;880.9906;1773.1528;1168.6731;694.5845;266.246;1197.2163;1.744;2469.9084;1769.5573;807.0522;1468.5559;1135.3024;1653.704;3220.4238;1272.7344;1536.4452;945.501;1555.7723;742.6032;694.5845;1197.2163;492.7171;722.4757;1897.8071;254.8336;753.607;1479.4525;1178.6108;584.4967;602.9829;530.7169
03.10.19;5876.86;1873.8575;499.4815;1291.2778;1442.785;957.3899;883.3479;1790.1063;1176.9169;697.5647;269.3879;1200.4385;1.702;2500.4683;1785.8805;815.0795;1496.2959;1140.5854;1672.2511;3234.5604;1282.8127;1548.0461;957.3899;1572.1508;743.3694;697.5647;1200.4385;498.5314;724.1826;1910.4868;256.9648;756.0917;1485.8288;1183.5248;588.5128;607.4206;532.0411
04.10.19;5960.43;1905.9148;506.4882;1311.353;1456.7322;963.3003;900.4377;1818.5491;1189.8047;701.1807;271.0199;1218.7348;1.694;2538.4868;1822.307;827.0645;1523.4335;1160.3377;1700.6238;3266.0918;1295.7877;1570.6308;963.3003;1597.1701;757.7999;701.1807;1218.7348;501.5516;741.0755;1927.0167;257.7845;764.476;1513.1009;1197.4229;597.9487;615.568;538.1891
07.10.19;5933.76;1896.7921;506.7005;1300.9648;1450.3952;954.4347;896.446;1810.7413;1183.3888;698.9952;270.1428;1213.2903;1.713;2522.2035;1823.0838;826.3653;1512.0306;1156.3116;1695.6019;3251.1164;1288.3155;1561.312;954.4347;1581.1389;755.695;698.9952;1213.2903;499.9285;733.6793;1917.6152;256.5901;763.2509;1499.7593;1191.8968;595.4076;614.29;540.7429
08.10.19;5841.57;1862.4534;500.0274;1288.8903;1433.9525;937.4083;878.3056;1777.5928;1164.9139;686.9354;268.8439;1200.9941;1.683;2483.5032;1792.844;814.1006;1468.3838;1137.916;1668.7925;3217.5081;1268.7379;1527.9577;937.4083;1568.5928;737.8732;686.9354;1200.9941;497.5247;717.7518;1896.2608;250.0559;760.7054;1474.9038;1168.9152;589.4013;607.0833;536.9595
09.10.19;5896.6;1889.7201;503.1507;1298.9016;1446.8412;947.4105;887.081;1789.7751;1174.8374;693.9686;269.7106;1207.1052;1.683;2521.5085;1813.9148;820.1141;1493.2838;1152.8392;1671.7821;3246.9305;1278.1039;1547.9546;947.4105;1579.5351;743.6501;693.9686;1207.1052;499.1287;723.7779;1914.3938;252.0466;769.3283;1484.4276;1182.4493;595.6386;611.6807;538.1222
10.10.19;5934.56;1901.7689;506.3739;1301.5668;1454.562;959.5495;896.2374;1798.9772;1185.0944;700.7833;270.2103;1205.6978;1.677;2534.266;1827.051;824.5193;1506.9817;1161.1364;1679.4225;3266.5082;1288.1012;1556.9989;959.5495;1583.9511;754.4788;700.7833;1205.6978;500.0534;729.07;1918.1212;255.3956;771.6511;1484.1433;1196.0662;601.3784;614.2545;543.5749
11.10.19;6000.04;1930.1256;511.6344;1300.2758;1471.2561;973.0297;907.7195;1814.5491;1208.4326;714.2524;269.4702;1201.5126;1.67;2557.4594;1867.7638;834.6303;1539.7275;1173.8535;1698.227;3304.9085;1315.4509;1565.6611;973.0297;1579.721;766.781;714.2524;1201.5126;498.6839;735.5578;1930.2624;262.5856;776.5989;1478.7214;1222.2079;602.3913;621.6919;545.5837
14.10.19;5991.72;1928.1713;510.6005;1294.7164;1470.3257;971.8931;908.8065;1813.9387;1205.5783;708.9272;269.8367;1193.4386;1.67;2556.7338;1864.5456;833.4416;1536.3425;1173.6001;1701.6495;3302.3494;1312.9013;1560.6274;971.8931;1577.7687;768.7222;708.9272;1193.4386;499.3621;736.3839;1922.8076;262.9369;773.0034;1463.999;1218.0881;600.2411;624.6385;543.256
15.10.19;6051.39;1949.4658;518.8713;1289.5317;1484.4379;975.7121;920.9012;1845.8702;1215.094;713.7159;270.1587;1189.883;1.657;2584.4981;1868.9706;847.5104;1574.1658;1185.5539;1717.882;3344.819;1321.5079;1603.5779;975.7121;1577.7687;784.556;713.7159;1189.883;499.958;738.8964;1920.7351;268.9793;776.3762;1436.5645;1234.5508;603.4753;627.2301;550.7813
16.10.19;6039.69;1935.871;519.6315;1290.6352;1490.4971;961.7036;918.7956;1843.6903;1214.5716;715.8817;269.8367;1192.6978;1.66;2562.6306;1866.4043;849.762;1557.2838;1183.346;1714.5573;3359.2365;1320.4456;1603.1333;961.7036;1578.2568;783.2838;715.8817;1192.6978;499.3621;735.3685;1923.287;271.0637;776.758;1439.7527;1237.3469;601.0408;630.9044;549.0913
17.10.19;6056.84;1931.3421;522.9459;1297.0191;1495.2326;962.0675;919.8432;1857.6634;1220.315;717.2528;271.6579;1195.4015;1.668;2545.2266;1874.5469;856.3348;1559.2488;1187.2736;1720.3729;3377.3599;1326.4193;1623.3861;962.0675;1589.0643;784.3366;717.2528;1195.4015;502.7324;732.5979;1916.7602;269.9629;783.0263;1437.6226;1243.8989;604.0972;633.7506;549.9203
18.10.19;6033.26;1913.7389;518.3848;1299.4985;1490.4058;956.836;921.9779;1851.4201;1209.9876;716.5176;274.312;1199.7719;1.665;2510.6122;1878.1812;843.5107;1540.5307;1188.1356;1702.8496;3350.902;1311.94;1631.1133;956.836;1594.1103;787.7058;716.5176;1199.7719;507.644;733.3723;1926.4113;271.7663;779.7489;1444.1665;1237.0657;607.0826;636.8393;557.7645
21.10.19;6074.9;1934.1457;520.5437;1303.7506;1497.7502;974.7066;935.1025;1850.0847;1217.3587;714.0139;276.2442;1204.1793;1.661;2523.3356;1909.3226;849.1886;1569.1313;1200.7275;1709.1799;3371.6124;1315.3022;1621.438;974.7066;1595.7838;803.6625;714.0139;1204.1793;511.2198;739.1718;1936.0159;270.6099;779.4148;1459.9453;1260.6925;609.0373;637.8866;554.9585
22.10.19;6053.42;1907.633;515.861;1304.3836;1487.2273;987.468;932.4736;1853.2762;1227.1743;711.1129;275.1559;1209.5496;1.65;2467.9791;1905.9657;839.4971;1557.7571;1193.4356;1719.3501;3362.3971;1329.3303;1616.1035;987.468;1590.8562;808.8099;711.1129;1209.5496;509.2058;726.2304;1883.0278;274.117;779.7967;1471.104;1269.5277;602.3557;634.4784;554.8628
23.10.19;6070.87;1909.9513;519.145;1310.5337;1480.8454;994.8836;935.814;1865.2422;1226.943;715.8023;275.6334;1213.994;1.658;2480.6178;1922.0844;847.3705;1524.8391;1197.8002;1732.3562;3346.731;1331.591;1624.412;994.8836;1600.758;812.2492;715.8023;1213.994;510.0895;727.59;1887.6677;275.5998;775.8352;1485.4462;1264.4203;598.5352;623.881;552.4394
24.10.19;6082.54;1938.2432;515.3441;1314.2446;1481.6441;990.6526;935.4385;1854.1135;1228.5215;718.4251;274.8672;1218.7718;1.665;2533.8457;1919.4488;842.8395;1555.4765;1198.7868;1722.6358;3360.8305;1333.5872;1614.0394;990.6526;1600.4558;810.5178;718.4251;1218.7718;508.6715;728.4332;1886.3531;266.9616;774.8011;1503.6238;1263.2119;601.5561;620.81;544.372
25.10.19;6107.42;1961.4536;518.9929;1307.344;1478.5063;998.3185;940.1376;1857.7068;1236.3416;725.9987;271.2803;1205.5126;1.668;2546.0732;1941.2686;850.4472;1608.9484;1205.0393;1725.5304;3347.0387;1340.6984;1617.6234;998.3185;1589.5778;818.6366;725.9987;1205.5126;502.0336;723.0345;1890.6992;271.4808;776.3443;1491.485;1283.4897;595.8163;617.3131;544.3401
28.10.19;6141.51;1986.268;525.0744;1304.9674;1484.0624;992.1084;944.8423;1876.9988;1239.4957;728.0853;268.3598;1189.7349;1.637;2582.3325;1959.1905;858.5584;1629.9614;1214.7537;1743.563;3373.6712;1345.8386;1634.3268;992.1084;1584.7432;822.6843;728.0853;1189.7349;496.6288;721.8986;1885.92;271.1748;779.2398;1485.7114;1281.9171;596.616;612.68;555.1179
